c,m,stage_degree,budget,t3,mt3,t4,mt4,t4_optimizer
2208,1,26689,1748971392,93516,93516,95340,95340,26689
2209,1,26688,1748905858,93514,93514,95337,95337,26688
2209,2,13344,437196738,46757,93514,47668,95336,13344
2209,4,6672,109284322,23378,93512,23834,95336,6672
2209,8,3336,27313650,11688,93504,11916,95328,3336
2209,16,1668,6824698,5844,93504,5958,95328,1668
2210,1,26687,1748840324,93512,93512,95335,95335,26687
2211,1,26686,1748774790,93511,93511,95333,95333,26686
2211,2,13343,437163972,46755,93510,47666,95332,13343
2212,1,26685,1748709256,93509,93509,95331,95331,26685
2213,1,26684,1748643722,93507,93507,95329,95329,26684
2213,2,13342,437131206,46753,93506,47664,95328,13342
2213,4,6671,109267940,23376,93504,23831,95324,6671
2214,1,26683,1748578188,93505,93505,95327,95327,26683
2215,1,26682,1748512654,93504,93504,95325,95325,26682
2215,2,13341,437098440,46751,93502,47662,95324,13341
2216,1,26681,1748447120,93502,93502,95322,95322,26681
2217,1,26680,1748381586,93500,93500,95320,95320,26680
2217,2,13340,437065674,46749,93498,47660,95320,13340
2217,4,6670,109251558,23374,93496,23829,95316,6670
2217,8,3335,27305460,11686,93488,11914,95312,3335
2218,1,26679,1748316052,93498,93498,95318,95318,26679
2219,1,26678,1748250518,93497,93497,95316,95316,26678
2219,2,13339,437032908,46748,93496,47658,95316,13339
2220,1,26677,1748184984,93495,93495,95314,95314,26677
2221,1,26676,1748119450,93493,93493,95312,95312,26676
2221,2,13338,437000142,46746,93492,47655,95310,13338
2221,4,6669,109235176,23372,93488,23827,95308,6669
2222,1,26675,1748053916,93491,93491,95310,95310,26675
2223,1,26674,1747988382,93490,93490,95307,95307,26674
2223,2,13337,436967376,46744,93488,47653,95306,13337
2224,1,26673,1747922848,93488,93488,95305,95305,26673
2225,1,26672,1747857314,93486,93486,95303,95303,26672
2225,2,13336,436934610,46742,93484,47651,95302,13336
2225,4,6668,109218794,23371,93484,23825,95300,6668
2225,8,3334,27297270,11685,93480,11912,95296,3334
2225,16,1667,6820604,5842,93472,5955,95280,1667
2225,32,833,1702272,2919,93408,2976,95232,833
2225,64,416,424130,1458,93312,1487,95168,416
2226,1,26671,1747791780,93484,93484,95301,95301,26671
2227,1,26670,1747726246,93483,93483,95299,95299,26670
2227,2,13335,436901844,46741,93482,47649,95298,13335
2228,1,26669,1747660712,93481,93481,95297,95297,26669
2229,1,26668,1747595178,93479,93479,95295,95295,26668
2229,2,13334,436869078,46739,93478,47647,95294,13334
2229,4,6667,109202412,23369,93476,23823,95292,6667
2230,1,26667,1747529644,93477,93477,95293,95293,26667
2231,1,26666,1747464110,93476,93476,95290,95290,26666
2231,2,13333,436836312,46737,93474,47645,95290,13333
2232,1,26665,1747398576,93474,93474,95288,95288,26665
2233,1,26664,1747333042,93472,93472,95286,95286,26664
2233,2,13332,436803546,46735,93470,47643,95286,13332
2233,4,6666,109186030,23367,93468,23821,95284,6666
2233,8,3333,27289080,11683,93464,11910,95280,3333
2234,1,26663,1747267508,93470,93470,95284,95284,26663
2235,1,26662,1747201974,93469,93469,95282,95282,26662
2235,2,13331,436770780,46734,93468,47640,95280,13331
2236,1,26661,1747136440,93467,93467,95280,95280,26661
2237,1,26660,1747070906,93465,93465,95278,95278,26660
2237,2,13330,436738014,46732,93464,47638,95276,13330
2237,4,6665,109169648,23365,93460,23819,95276,6665
2238,1,26659,1747005372,93463,93463,95275,95275,26659
2239,1,26658,1746939838,93462,93462,95273,95273,26658
2239,2,13329,436705248,46730,93460,47636,95272,13329
2240,1,26657,1746874304,93460,93460,95271,95271,26657
2241,1,26656,1746808770,93458,93458,95269,95269,26656
2241,2,13328,436672482,46728,93456,47634,95268,13328
2241,4,6664,109153266,23364,93456,23816,95264,6664
2241,8,3332,27280890,11681,93448,11908,95264,3332
2241,16,1666,6816510,5840,93440,5953,95248,1666
2242,1,26655,1746743236,93456,93456,95267,95267,26655
2243,1,26654,1746677702,93455,93455,95265,95265,26654
2243,2,13327,436639716,46727,93454,47632,95264,13327
2244,1,26653,1746612168,93453,93453,95263,95263,26653
2245,1,26652,1746546634,93451,93451,95260,95260,26652
2245,2,13326,436606950,46725,93450,47630,95260,13326
2245,4,6663,109136884,23362,93448,23814,95256,6663
2246,1,26651,1746481100,93449,93449,95258,95258,26651
2247,1,26650,1746415566,93448,93448,95256,95256,26650
2247,2,13325,436574184,46723,93446,47628,95256,13325
2248,1,26649,1746350032,93446,93446,95254,95254,26649
2249,1,26648,1746284498,93444,93444,95252,95252,26648
2249,2,13324,436541418,46721,93442,47625,95250,13324
2249,4,6662,109120502,23360,93440,23812,95248,6662
2249,8,3331,27272700,11679,93432,11906,95248,3331
2250,1,26647,1746218964,93442,93442,95250,95250,26647
2251,1,26646,1746153430,93441,93441,95248,95248,26646
2251,2,13323,436508652,46720,93440,47623,95246,13323
2252,1,26645,1746087896,93439,93439,95245,95245,26645
2253,1,26644,1746022362,93437,93437,95243,95243,26644
2253,2,13322,436475886,46718,93436,47621,95242,13322
2253,4,6661,109104120,23358,93432,23810,95240,6661
2254,1,26643,1745956828,93435,93435,95241,95241,26643
2255,1,26642,1745891294,93434,93434,95239,95239,26642
2255,2,13321,436443120,46716,93432,47619,95238,13321
2256,1,26641,1745825760,93432,93432,95237,95237,26641
2257,1,26640,1745760226,93430,93430,95235,95235,26640
2257,2,13320,436410354,46714,93428,47617,95234,13320
2257,4,6660,109087738,23357,93428,23808,95232,6660
2257,8,3330,27264510,11678,93424,11903,95224,3330
2257,16,1665,6812416,5838,93408,5951,95216,1665
2257,32,832,1700226,2918,93376,2974,95168,832
2258,1,26639,1745694692,93428,93428,95233,95233,26639
2259,1,26638,1745629158,93427,93427,95230,95230,26638
2259,2,13319,436377588,46713,93426,47615,95230,13319
2260,1,26637,1745563624,93425,93425,95228,95228,26637
2261,1,26636,1745498090,93423,93423,95226,95226,26636
2261,2,13318,436344822,46711,93422,47613,95226,13318
2261,4,6659,109071356,23355,93420,23806,95224,6659
2262,1,26635,1745432556,93421,93421,95224,95224,26635
2263,1,26634,1745367022,93420,93420,95222,95222,26634
2263,2,13317,436312056,46709,93418,47610,95220,13317
2264,1,26633,1745301488,93418,93418,95220,95220,26633
2265,1,26632,1745235954,93416,93416,95218,95218,26632
2265,2,13316,436279290,46707,93414,47608,95216,13316
2265,4,6658,109054974,23353,93412,23804,95216,6658
2265,8,3329,27256320,11676,93408,11901,95208,3329
2266,1,26631,1745170420,93414,93414,95215,95215,26631
2267,1,26630,1745104886,93413,93413,95213,95213,26630
2267,2,13315,436246524,46706,93412,47606,95212,13315
2268,1,26629,1745039352,93411,93411,95211,95211,26629
2269,1,26628,1744973818,93409,93409,95209,95209,26628
2269,2,13314,436213758,46704,93408,47604,95208,13314
2269,4,6657,109038592,23351,93404,23801,95204,6657
2270,1,26627,1744908284,93407,93407,95207,95207,26627
2271,1,26626,1744842750,93405,93405,95205,95205,26626
2271,2,13313,436180992,46702,93404,47602,95204,13313
2272,1,26625,1744777216,93404,93404,95203,95203,26625
2273,1,26624,1744711682,93402,93402,95200,95200,26624
2273,2,13312,436148226,46700,93400,47600,95200,13312
2273,4,6656,109022210,23350,93400,23799,95196,6656
2273,8,3328,27248130,11674,93392,11899,95192,3328
2273,16,1664,6808322,5837,93392,5949,95184,1664
2274,1,26623,1744646148,93400,93400,95198,95198,26623
2275,1,26622,1744580614,93398,93398,95196,95196,26622
2275,2,13311,436115460,46699,93398,47598,95196,13311
2276,1,26621,1744515080,93397,93397,95194,95194,26621
2277,1,26620,1744449546,93395,93395,95192,95192,26620
2277,2,13310,436082694,46697,93394,47595,95190,13310
2277,4,6655,109005828,23348,93392,23797,95188,6655
2278,1,26619,1744384012,93393,93393,95190,95190,26619
2279,1,26618,1744318478,93391,93391,95188,95188,26618
2279,2,13309,436049928,46695,93390,47593,95186,13309
2280,1,26617,1744252944,93390,93390,95185,95185,26617
2281,1,26616,1744187410,93388,93388,95183,95183,26616
2281,2,13308,436017162,46693,93386,47591,95182,13308
2281,4,6654,108989446,23346,93384,23795,95180,6654
2281,8,3327,27239940,11672,93376,11897,95176,3327
2282,1,26615,1744121876,93386,93386,95181,95181,26615
2283,1,26614,1744056342,93384,93384,95179,95179,26614
2283,2,13307,435984396,46692,93384,47589,95178,13307
2284,1,26613,1743990808,93383,93383,95177,95177,26613
2285,1,26612,1743925274,93381,93381,95175,95175,26612
2285,2,13306,435951630,46690,93380,47587,95174,13306
2285,4,6653,108973064,23344,93376,23793,95172,6653
2286,1,26611,1743859740,93379,93379,95173,95173,26611
2287,1,26610,1743794206,93377,93377,95170,95170,26610
2287,2,13305,435918864,46688,93376,47585,95170,13305
2288,1,26609,1743728672,93376,93376,95168,95168,26609
2289,1,26608,1743663138,93374,93374,95166,95166,26608
2289,2,13304,435886098,46686,93372,47583,95166,13304
2289,4,6652,108956682,23343,93372,23791,95164,6652
2289,8,3326,27231750,11671,93368,11895,95160,3326
2289,16,1663,6804228,5835,93360,5947,95152,1663
2289,32,831,1698180,2916,93312,2972,95104,831
2289,64,415,423108,1456,93184,1484,94976,415
