c,r,lam,k3,k4,twice_lam,j,pr930_wall,removed_width,support_floor
4315,59286,24582,89749,90761,49164,90761,115590,24829,166436
4316,59285,24581,89747,90759,49162,90759,115585,24826,166434
4317,59284,24580,89745,90757,49160,90757,115580,24823,166433
4318,59283,24579,89743,90754,49158,90754,115575,24821,166432
4319,59282,24578,89741,90752,49156,90752,115570,24818,166430
4320,59281,24577,89739,90750,49154,90750,115565,24815,166429
4321,59280,24576,89738,90748,49152,90748,115560,24812,166427
4322,59279,24575,89736,90746,49150,90746,115555,24809,166426
4323,59278,24574,89734,90743,49148,90743,115550,24807,166425
4324,59277,24573,89732,90741,49146,90741,115545,24804,166423
4325,59276,24572,89730,90739,49144,90739,115540,24801,166422
4326,59275,24571,89729,90737,49142,90737,115535,24798,166420
4327,59274,24570,89727,90735,49140,90735,115530,24795,166419
4328,59273,24569,89725,90732,49138,90732,115525,24793,166418
4329,59272,24568,89723,90730,49136,90730,115520,24790,166416
4330,59271,24567,89721,90728,49134,90728,115515,24787,166415
4331,59270,24566,89719,90726,49132,90726,115510,24784,166413
4332,59269,24565,89718,90724,49130,90724,115505,24781,166412
4333,59268,24564,89716,90721,49128,90721,115500,24779,166411
4334,59267,24563,89714,90719,49126,90719,115495,24776,166409
4335,59266,24562,89712,90717,49124,90717,115490,24773,166408
4336,59265,24561,89710,90715,49122,90715,115485,24770,166406
4337,59264,24560,89708,90713,49120,90713,115480,24767,166405
4338,59263,24559,89707,90710,49118,90710,115475,24765,166404
4339,59262,24558,89705,90708,49116,90708,115470,24762,166402
4340,59261,24557,89703,90706,49114,90706,115465,24759,166401
4341,59260,24556,89701,90704,49112,90704,115460,24756,166399
4342,59259,24555,89699,90702,49110,90702,115455,24753,166398
4343,59258,24554,89697,90699,49108,90699,115450,24751,166397
4344,59257,24553,89696,90697,49106,90697,115445,24748,166395
4345,59256,24552,89694,90695,49104,90695,115440,24745,166394
4346,59255,24551,89692,90693,49102,90693,115435,24742,166392
4347,59254,24550,89690,90690,49100,90690,115430,24740,166391
4348,59253,24549,89688,90688,49098,90688,115425,24737,166390
4349,59252,24548,89687,90686,49096,90686,115420,24734,166388
4350,59251,24547,89685,90684,49094,90684,115415,24731,166387
4351,59250,24546,89683,90682,49092,90682,115410,24728,166385
4352,59249,24545,89681,90679,49090,90679,115405,24726,166384
4353,59248,24544,89679,90677,49088,90677,115400,24723,166383
4354,59247,24543,89677,90675,49086,90675,115395,24720,166381
4355,59246,24542,89676,90673,49084,90673,115390,24717,166380
4356,59245,24541,89674,90671,49082,90671,115385,24714,166378
4357,59244,24540,89672,90668,49080,90668,115380,24712,166377
4358,59243,24539,89670,90666,49078,90666,115375,24709,166376
4359,59242,24538,89668,90664,49076,90664,115370,24706,166374
4360,59241,24537,89666,90662,49074,90662,115365,24703,166373
4361,59240,24536,89665,90660,49072,90660,115360,24700,166371
4362,59239,24535,89663,90657,49070,90657,115355,24698,166370
4363,59238,24534,89661,90655,49068,90655,115350,24695,166369
4364,59237,24533,89659,90653,49066,90653,115345,24692,166367
4365,59236,24532,89657,90651,49064,90651,115340,24689,166366
4366,59235,24531,89655,90649,49062,90649,115335,24686,166364
4367,59234,24530,89654,90646,49060,90646,115330,24684,166363
4368,59233,24529,89652,90644,49058,90644,115325,24681,166362
4369,59232,24528,89650,90642,49056,90642,115320,24678,166360
4370,59231,24527,89648,90640,49054,90640,115315,24675,166359
4371,59230,24526,89646,90637,49052,90637,115310,24673,166358
4372,59229,24525,89645,90635,49050,90635,115305,24670,166356
4373,59228,24524,89643,90633,49048,90633,115300,24667,166355
4374,59227,24523,89641,90631,49046,90631,115295,24664,166353
4375,59226,24522,89639,90629,49044,90629,115290,24661,166352
4376,59225,24521,89637,90626,49042,90626,115285,24659,166351
4377,59224,24520,89635,90624,49040,90624,115280,24656,166349
4378,59223,24519,89634,90622,49038,90622,115275,24653,166348
4379,59222,24518,89632,90620,49036,90620,115270,24650,166346
4380,59221,24517,89630,90618,49034,90618,115265,24647,166345
4381,59220,24516,89628,90615,49032,90615,115260,24645,166344
4382,59219,24515,89626,90613,49030,90613,115255,24642,166342
4383,59218,24514,89624,90611,49028,90611,115250,24639,166341
4384,59217,24513,89623,90609,49026,90609,115245,24636,166339
4385,59216,24512,89621,90607,49024,90607,115240,24633,166338
4386,59215,24511,89619,90604,49022,90604,115235,24631,166337
4387,59214,24510,89617,90602,49020,90602,115230,24628,166335
4388,59213,24509,89615,90600,49018,90600,115225,24625,166334
4389,59212,24508,89613,90598,49016,90598,115220,24622,166332
4390,59211,24507,89612,90595,49014,90595,115215,24620,166331
4391,59210,24506,89610,90593,49012,90593,115210,24617,166330
4392,59209,24505,89608,90591,49010,90591,115205,24614,166328
4393,59208,24504,89606,90589,49008,90589,115200,24611,166327
4394,59207,24503,89604,90587,49006,90587,115195,24608,166325
4395,59206,24502,89602,90584,49004,90584,115190,24606,166324
4396,59205,24501,89601,90582,49002,90582,115185,24603,166323
4397,59204,24500,89599,90580,49000,90580,115180,24600,166321
4398,59203,24499,89597,90578,48998,90578,115175,24597,166320
4399,59202,24498,89595,90576,48996,90576,115170,24594,166318
4400,59201,24497,89593,90573,48994,90573,115165,24592,166317
4401,59200,24496,89591,90571,48992,90571,115160,24589,166316
4402,59199,24495,89590,90569,48990,90569,115155,24586,166314
4403,59198,24494,89588,90567,48988,90567,115150,24583,166313
4404,59197,24493,89586,90565,48986,90565,115145,24580,166311
4405,59196,24492,89584,90562,48984,90562,115140,24578,166310
4406,59195,24491,89582,90560,48982,90560,115135,24575,166309
4407,59194,24490,89581,90558,48980,90558,115130,24572,166307
4408,59193,24489,89579,90556,48978,90556,115125,24569,166306
4409,59192,24488,89577,90554,48976,90554,115120,24566,166304
4410,59191,24487,89575,90551,48974,90551,115115,24564,166303
4411,59190,24486,89573,90549,48972,90549,115110,24561,166302
4412,59189,24485,89571,90547,48970,90547,115105,24558,166300
4413,59188,24484,89570,90545,48968,90545,115100,24555,166299
4414,59187,24483,89568,90542,48966,90542,115095,24553,166298
4415,59186,24482,89566,90540,48964,90540,115090,24550,166296
4416,59185,24481,89564,90538,48962,90538,115085,24547,166295
4417,59184,24480,89562,90536,48960,90536,115080,24544,166293
4418,59183,24479,89560,90534,48958,90534,115075,24541,166292
4419,59182,24478,89559,90531,48956,90531,115070,24539,166291
4420,59181,24477,89557,90529,48954,90529,115065,24536,166289
4421,59180,24476,89555,90527,48952,90527,115060,24533,166288
4422,59179,24475,89553,90525,48950,90525,115055,24530,166286
4423,59178,24474,89551,90523,48948,90523,115050,24527,166285
4424,59177,24473,89549,90520,48946,90520,115045,24525,166284
4425,59176,24472,89548,90518,48944,90518,115040,24522,166282
4426,59175,24471,89546,90516,48942,90516,115035,24519,166281
4427,59174,24470,89544,90514,48940,90514,115030,24516,166279
4428,59173,24469,89542,90512,48938,90512,115025,24513,166278
4429,59172,24468,89540,90509,48936,90509,115020,24511,166277
4430,59171,24467,89538,90507,48934,90507,115015,24508,166275
4431,59170,24466,89537,90505,48932,90505,115010,24505,166274
4432,59169,24465,89535,90503,48930,90503,115005,24502,166272
4433,59168,24464,89533,90500,48928,90500,115000,24500,166271
4434,59167,24463,89531,90498,48926,90498,114995,24497,166270
4435,59166,24462,89529,90496,48924,90496,114990,24494,166268
4436,59165,24461,89527,90494,48922,90494,114985,24491,166267
4437,59164,24460,89526,90492,48920,90492,114980,24488,166265
4438,59163,24459,89524,90489,48918,90489,114975,24486,166264
4439,59162,24458,89522,90487,48916,90487,114970,24483,166263
4440,59161,24457,89520,90485,48914,90485,114965,24480,166261
4441,59160,24456,89518,90483,48912,90483,114960,24477,166260
4442,59159,24455,89516,90481,48910,90481,114955,24474,166258
4443,59158,24454,89515,90478,48908,90478,114950,24472,166257
4444,59157,24453,89513,90476,48906,90476,114945,24469,166256
4445,59156,24452,89511,90474,48904,90474,114940,24466,166254
4446,59155,24451,89509,90472,48902,90472,114935,24463,166253
4447,59154,24450,89507,90470,48900,90470,114930,24460,166251
4448,59153,24449,89505,90467,48898,90467,114925,24458,166250
4449,59152,24448,89504,90465,48896,90465,114920,24455,166249
4450,59151,24447,89502,90463,48894,90463,114915,24452,166247
4451,59150,24446,89500,90461,48892,90461,114910,24449,166246
4452,59149,24445,89498,90458,48890,90458,114905,24447,166245
4453,59148,24444,89496,90456,48888,90456,114900,24444,166243
4454,59147,24443,89495,90454,48886,90454,114895,24441,166242
4455,59146,24442,89493,90452,48884,90452,114890,24438,166240
4456,59145,24441,89491,90450,48882,90450,114885,24435,166239
4457,59144,24440,89489,90447,48880,90447,114880,24433,166238
4458,59143,24439,89487,90445,48878,90445,114875,24430,166236
4459,59142,24438,89485,90443,48876,90443,114870,24427,166235
4460,59141,24437,89484,90441,48874,90441,114865,24424,166233
4461,59140,24436,89482,90439,48872,90439,114860,24421,166232
4462,59139,24435,89480,90436,48870,90436,114855,24419,166231
4463,59138,24434,89478,90434,48868,90434,114850,24416,166229
4464,59137,24433,89476,90432,48866,90432,114845,24413,166228
4465,59136,24432,89474,90430,48864,90430,114840,24410,166226
4466,59135,24431,89473,90427,48862,90427,114835,24408,166225
4467,59134,24430,89471,90425,48860,90425,114830,24405,166224
4468,59133,24429,89469,90423,48858,90423,114825,24402,166222
4469,59132,24428,89467,90421,48856,90421,114820,24399,166221
4470,59131,24427,89465,90419,48854,90419,114815,24396,166219
4471,59130,24426,89463,90416,48852,90416,114810,24394,166218
4472,59129,24425,89462,90414,48850,90414,114805,24391,166217
4473,59128,24424,89460,90412,48848,90412,114800,24388,166215
4474,59127,24423,89458,90410,48846,90410,114795,24385,166214
4475,59126,24422,89456,90408,48844,90408,114790,24382,166212
4476,59125,24421,89454,90405,48842,90405,114785,24380,166211
4477,59124,24420,89452,90403,48840,90403,114780,24377,166210
4478,59123,24419,89451,90401,48838,90401,114775,24374,166208
4479,59122,24418,89449,90399,48836,90399,114770,24371,166207
4480,59121,24417,89447,90397,48834,90397,114765,24368,166205
4481,59120,24416,89445,90394,48832,90394,114760,24366,166204
4482,59119,24415,89443,90392,48830,90392,114755,24363,166203
4483,59118,24414,89441,90390,48828,90390,114750,24360,166201
4484,59117,24413,89440,90388,48826,90388,114745,24357,166200
4485,59116,24412,89438,90385,48824,90385,114740,24355,166199
4486,59115,24411,89436,90383,48822,90383,114735,24352,166197
4487,59114,24410,89434,90381,48820,90381,114730,24349,166196
4488,59113,24409,89432,90379,48818,90379,114725,24346,166194
4489,59112,24408,89430,90377,48816,90377,114720,24343,166193
4490,59111,24407,89429,90374,48814,90374,114715,24341,166192
4491,59110,24406,89427,90372,48812,90372,114710,24338,166190
4492,59109,24405,89425,90370,48810,90370,114705,24335,166189
4493,59108,24404,89423,90368,48808,90368,114700,24332,166187
4494,59107,24403,89421,90366,48806,90366,114695,24329,166186
4495,59106,24402,89419,90363,48804,90363,114690,24327,166185
4496,59105,24401,89418,90361,48802,90361,114685,24324,166183
4497,59104,24400,89416,90359,48800,90359,114680,24321,166182
4498,59103,24399,89414,90357,48798,90357,114675,24318,166180
4499,59102,24398,89412,90354,48796,90354,114670,24316,166179
4500,59101,24397,89410,90352,48794,90352,114665,24313,166178
4501,59100,24396,89408,90350,48792,90350,114660,24310,166176
4502,59099,24395,89407,90348,48790,90348,114655,24307,166175
4503,59098,24394,89405,90346,48788,90346,114650,24304,166173
4504,59097,24393,89403,90343,48786,90343,114645,24302,166172
4505,59096,24392,89401,90341,48784,90341,114640,24299,166171
4506,59095,24391,89399,90339,48782,90339,114635,24296,166169
4507,59094,24390,89397,90337,48780,90337,114630,24293,166168
4508,59093,24389,89396,90335,48778,90335,114625,24290,166166
4509,59092,24388,89394,90332,48776,90332,114620,24288,166165
4510,59091,24387,89392,90330,48774,90330,114615,24285,166164
4511,59090,24386,89390,90328,48772,90328,114610,24282,166162
4512,59089,24385,89388,90326,48770,90326,114605,24279,166161
4513,59088,24384,89386,90323,48768,90323,114600,24277,166160
4514,59087,24383,89385,90321,48766,90321,114595,24274,166158
4515,59086,24382,89383,90319,48764,90319,114590,24271,166157
4516,59085,24381,89381,90317,48762,90317,114585,24268,166155
4517,59084,24380,89379,90315,48760,90315,114580,24265,166154
4518,59083,24379,89377,90312,48758,90312,114575,24263,166153
4519,59082,24378,89375,90310,48756,90310,114570,24260,166151
4520,59081,24377,89374,90308,48754,90308,114565,24257,166150
4521,59080,24376,89372,90306,48752,90306,114560,24254,166148
4522,59079,24375,89370,90304,48750,90304,114555,24251,166147
4523,59078,24374,89368,90301,48748,90301,114550,24249,166146
4524,59077,24373,89366,90299,48746,90299,114545,24246,166144
4525,59076,24372,89364,90297,48744,90297,114540,24243,166143
4526,59075,24371,89363,90295,48742,90295,114535,24240,166141
4527,59074,24370,89361,90293,48740,90293,114530,24237,166140
4528,59073,24369,89359,90290,48738,90290,114525,24235,166139
4529,59072,24368,89357,90288,48736,90288,114520,24232,166137
4530,59071,24367,89355,90286,48734,90286,114515,24229,166136
4531,59070,24366,89353,90284,48732,90284,114510,24226,166134
4532,59069,24365,89352,90281,48730,90281,114505,24224,166133
4533,59068,24364,89350,90279,48728,90279,114500,24221,166132
4534,59067,24363,89348,90277,48726,90277,114495,24218,166130
4535,59066,24362,89346,90275,48724,90275,114490,24215,166129
4536,59065,24361,89344,90273,48722,90273,114485,24212,166127
4537,59064,24360,89342,90270,48720,90270,114480,24210,166126
4538,59063,24359,89341,90268,48718,90268,114475,24207,166125
4539,59062,24358,89339,90266,48716,90266,114470,24204,166123
4540,59061,24357,89337,90264,48714,90264,114465,24201,166122
4541,59060,24356,89335,90262,48712,90262,114460,24198,166120
4542,59059,24355,89333,90259,48710,90259,114455,24196,166119
4543,59058,24354,89331,90257,48708,90257,114450,24193,166118
4544,59057,24353,89330,90255,48706,90255,114445,24190,166116
4545,59056,24352,89328,90253,48704,90253,114440,24187,166115
4546,59055,24351,89326,90250,48702,90250,114435,24185,166114
4547,59054,24350,89324,90248,48700,90248,114430,24182,166112
4548,59053,24349,89322,90246,48698,90246,114425,24179,166111
4549,59052,24348,89320,90244,48696,90244,114420,24176,166109
4550,59051,24347,89319,90242,48694,90242,114415,24173,166108
4551,59050,24346,89317,90239,48692,90239,114410,24171,166107
4552,59049,24345,89315,90237,48690,90237,114405,24168,166105
4553,59048,24344,89313,90235,48688,90235,114400,24165,166104
4554,59047,24343,89311,90233,48686,90233,114395,24162,166102
4555,59046,24342,89309,90230,48684,90230,114390,24160,166101
4556,59045,24341,89308,90228,48682,90228,114385,24157,166100
4557,59044,24340,89306,90226,48680,90226,114380,24154,166098
4558,59043,24339,89304,90224,48678,90224,114375,24151,166097
4559,59042,24338,89302,90222,48676,90222,114370,24148,166095
4560,59041,24337,89300,90219,48674,90219,114365,24146,166094
4561,59040,24336,89298,90217,48672,90217,114360,24143,166093
4562,59039,24335,89297,90215,48670,90215,114355,24140,166091
4563,59038,24334,89295,90213,48668,90213,114350,24137,166090
4564,59037,24333,89293,90211,48666,90211,114345,24134,166088
4565,59036,24332,89291,90208,48664,90208,114340,24132,166087
4566,59035,24331,89289,90206,48662,90206,114335,24129,166086
4567,59034,24330,89287,90204,48660,90204,114330,24126,166084
4568,59033,24329,89286,90202,48658,90202,114325,24123,166083
4569,59032,24328,89284,90199,48656,90199,114320,24121,166082
4570,59031,24327,89282,90197,48654,90197,114315,24118,166080
4571,59030,24326,89280,90195,48652,90195,114310,24115,166079
4572,59029,24325,89278,90193,48650,90193,114305,24112,166077
4573,59028,24324,89276,90191,48648,90191,114300,24109,166076
4574,59027,24323,89275,90188,48646,90188,114295,24107,166075
4575,59026,24322,89273,90186,48644,90186,114290,24104,166073
4576,59025,24321,89271,90184,48642,90184,114285,24101,166072
4577,59024,24320,89269,90182,48640,90182,114280,24098,166070
4578,59023,24319,89267,90180,48638,90180,114275,24095,166069
4579,59022,24318,89265,90177,48636,90177,114270,24093,166068
4580,59021,24317,89264,90175,48634,90175,114265,24090,166066
4581,59020,24316,89262,90173,48632,90173,114260,24087,166065
4582,59019,24315,89260,90171,48630,90171,114255,24084,166063
4583,59018,24314,89258,90168,48628,90168,114250,24082,166062
4584,59017,24313,89256,90166,48626,90166,114245,24079,166061
4585,59016,24312,89254,90164,48624,90164,114240,24076,166059
4586,59015,24311,89253,90162,48622,90162,114235,24073,166058
4587,59014,24310,89251,90160,48620,90160,114230,24070,166056
